,tweet_id,tweet,sentiment
2289,4736,"['transparency', 'choice', 'control', 'define', 'google', 'products', ""''"", '-mayer', 'thereby', 'defining', 'google', 'brand', 'values', 'sxsw']",2
2290,8781,"['everyone', 'using', 'keep', 'track', 'plan', 'sxsw', 'regular', 'google', 'calendar', 'need', 'guidance']",1
2291,6253,"['line', 'popup', 'apple', 'store', '6th', 'congress', 'still', 'block', 'long', 'sxsw', '//', 'fucking', 'californians']",1
2292,341,"['queue', 'apple', 'store', 'austin', 'four', 'blocks', 'long', 'crazy', 'stuff', 'sxsw']",3
2293,4231,"['sxsw', 'help', 'request', 'downtown', 'austin', 'apple', 'store', 'walked', 'past', 'find', 'show', 'map', 'search', 'thx']",1
2294,4029,"['apple', 'opening', 'temporary', 'apple', 'store', '6th', 'congress', 'tomorrow', 'march', 'ipad', 'sales', 'miss', 'sxsw', 'sxsw']",1
2295,3968,"['weinschenk', 'bankinnovation', 'next', 'battle', 'going', 'happen', 'apple', 'google', 'verizon', 'att', 'great', 'point', 'totally', 'agree', 'sxsw']",2
2296,2717,"['nice', 'simple', 'idea', 'hello', 'holler', 'gram', 'get', 'know', 'new', 'ipad', 'app', 'link', 'hollergram', 'sxsw']",2
2297,6457,"['bing', 'google', 'let', 'games', 'begin', 'qagb', 'sxsw']",1
2298,4932,"['microsoft', 'lounge', '4th', 'floor', 'first', 'iphone', 'android', 'developers', 'stop', 'get', 'free', 'entry', 'windows', 'phone', 'sxsw']",1
2299,3456,"['nice', 'heading', 'barton', 'creek', 'get', 'mackbook', 'pro', 'smiling', 'waiting', 'outside', 'sxsw', 'apple', 'store', 'ipad2', 'woohoo']",2
2300,6698,"['survive', 'sxsw', 'live', 'music', 'app', 'iphone', 'android', 'link']",1
2301,2683,"['google', 'launching', 'new', 'social', 'network', 'today', 'sxsw', 'socialmedia', 'link']",1
2302,5224,"['futuremf', 'link', 'spec', 'recipes', 'web', 'google', 'search', 'link', 'sxsw']",1
2303,7891,"['ipad2', 'goes', 'sale', 'first', 'day', 'sxsw', 'atx', 'tomorrow', 'apple', 'sending', 'lorry', 'load', 'austin', 'riots', 'may', 'ensue']",2
2304,4719,"['wan', 'na', 'know', 'one', 'producers', 'going', 'sxsw', 'hopefully', 'free', 'iphone', 'apps']",2
2305,58,"['link', 'sxsw', 'check', 'holler', 'gram', 'ipad', 'app', 'link']",1
2306,8404,"['thanks', 'apple', 'store', 'sxsw', 'retweet']",2
2307,6862,"['walking', 'pop-', 'apple', 'store', 'like', 'walking', 'future', 'ipad', 'type', 'computer', 'sxsw']",1
2308,8598,"['ipad', 'thing', 'addition', 'place', 'print', 'cuts', 'sxsw', '..', 'newsapps', 'panel']",2
2309,4245,"['finally', 'get', 'everyone', 'buy', 'facebook', 'google', 'introduces', 'circle', 'fair', 'stop', 'innovation', 'people', 'sxsw']",0
2310,6169,"['ridiculous', 'see', 'someone', 'taking', 'photo', 'session', 'ipad', 'wait', 'see', 'concert', 'use', 'sxsw', 'silly']",0
2311,1381,"['well', 'damn', 'apple', 'setting', 'pop-', ""''"", 'shop', 'sxsw', 'link']",1
2312,8770,"['waited', 'line', 'apple', 'product', 'missing', 'important', 'rite', 'passage', 'sxsw']",2
2313,667,"['austin', 'today', 'please', 'join', 'talking', 'ipad', 'sxsw', 'link', 'smiling']",1
2314,5228,"['google', 'could', 'launch', ""'major"", 'new', 'social', 'network', 'called', 'circles', 'possibly', 'today', 'link', 'sxsw', 'remake', 'wave']",1
2315,408,"['among', 'cool/goofy', 'things', 'spied', 'sxsw', 'today', 'ipad', 'case', 'made', 'look', 'like', 'etchnsketch', 'grown', 'game', 'tug', 'war']",1
2316,6821,"['tweet', 'register', 'exclusive', 'passes', 'events', 'parties', 'ipad', 'sxsw', 'give', 'cont', 'link']",1
2317,6904,"['launching', 'products', 'sxsw', 'plenty', 'else', 'join', 'h4ckers', '80s', 'dan..', 'link']",1
2318,3952,"['arrived', 'gsdm', 'google', 'sxsw', 'industry', 'party', 'austin']",1
2319,6090,"['someone', 'austin', 'let', 'borrow', 'iphone', 'charger', 'short', 'time', 'heart', 'long', 'time', 'sxsw']",1
2320,4148,"['ipad', 'tablet', 'etc', 'aiding', 'greater', 'adoption', 'mobile', 'devices', 'screen', 'size', 'larger', 'mobilefarm', 'sxsw']",1
2321,4920,"['download', 'day', 'lonely', 'planet', 'austin', 'free', 'limited', 'time', 'link', 'iphone']",1
2322,8976,"['leaving', 'bag', 'home', 'today', 'traveling', 'light', 'ipad', 'hand', 'really', 'need', 'lug', 'around', 'impedimenta', 'sxsw']",2
2323,7331,"['lots', 'ipad', 'motorola', 'xooms', 'sxsw', 'tabletwars']",1
2324,5227,"['google', 'circles', 'crop', 'circles', 'anatomy', 'sxsw', 'rumor', 'link']",1
2325,3287,"['google', 'circles', 'everyone', 'going', 'around', 'circles', 'link', 'sxsw']",2
2326,2157,"['venturebeat', 'second', 'day', 'business', 'apple', 'pop-', 'store', 'appears', 'trending', 'sxsw', 'link']",2
2327,2558,"['got', 'android', 'party', 'sxsw', 'androidsxsw', 'painting', 'time', 'blahzay', 'link']",1
2328,2413,"['new', 'product', 'idea', 'pants', 'built', 'iphone', 'charging', 'dock', 'built', 'pocket', 'sxsw']",2
2329,2551,"['improve', 'website', 'rankings', 'advice', 'google', 'bing', 'sxsw', 'link']",1
2330,4297,"['nuts', 'via', 'sxsw', 'ipad', 'store', 'sold', 'everything', 'except', '64gig', 'wifi', 'white']",3
2331,2675,"['omg..free', 'ipad', 'salon', 'one', 'sxsw']",2
2332,9062,"['find', '..you', 'purchase', 'new', 'ipad2', 'sxsw', 'apple', 'kiosk']",1
2333,5917,"['google', 'trying', 'fill', 'void', 'local', 'information', 'hotpot', 'biz', 'claim', 'provide', 'photos', 'info', 'sxsw']",1
2334,7505,"['oops', 'copy/paste', 'malfunction', 'last', 'tweet', 'free', 'sxsw', 'shuttle', 'correct', 'link', 'link']",1
2335,4275,"['google', 'marissa', 'mayer', 'location-based', ""'fast"", 'fun', 'future', 'link', 'sxsw', 'sxswi', 'link']",1
2336,7275,"['anyone', 'know', 'hours', 'apple', 'store', 'sxsw']",1
2337,433,"['check', 'designing', 'ipad', 'interfaces', 'new', 'navigation', 'schemas', 'sxsw', 'uxdes']",1
2338,1114,"['great', 'new', 'support', 'web', 'fonts', 'sxsw', 'google']",2
2339,2951,"['sxsw', 'intrvw', 'govt', 'vending', 'machine', 'put', 'get', 'svcs', 'platform', 'iphone', 'teaching', 'moment', ""''""]",2
2340,5382,"['sxsw', 'tweeps', 'check', 'homies', 'thursday', 'link']",1
2341,7158,"['looking', 'forward', 'delicious', '-mobile', 'austin', 'iphone', 'users', 'struggle', 'anything', 'sxsw']",0
2342,7604,"['apple', 'store', 'sxsw', 'line', 'moving', 'front', 'fruit', 'basket', 'imacs', 'better', 'worth']",2
2343,7842,"['line', 'wraps', 'around', 'block', 'street', 'ipad2s', 'sxsw', 'apple', 'popup', 'store', 'link']",1
2344,7520,"['protip', 'sxsw', 'kill', 'iphone/ipad', 'tasks', 'save', 'battery']",1
2345,4466,"['fun', 'google', 'analytics', 'berklee', 'topspin', 'class', 'used', 'great', 'info', 'marketing', 'music', 'sxsw']",2
2346,7442,"['smart', 'apple', 'creates', 'pop-', 'store', 'sxsw', 'peddle', 'ipad', 'ipad', 'takes', 'sxsw', 'video', 'link']",2
2347,6213,"['passed', 'homeless', 'sign', ""'saving"", 'ipad', 'sxsw']",1
2348,3246,"['stay', 'charged', 'sxsw', 'visit', 'mophie', 'booth', '1406-', 'great', 'deals', 'juice', 'packs', 'iphone', 'stay', 'tuned', 'flash', ""''"", 'giveaways']",2
2349,1893,"['win', 'ipad2', 'signing', 'link', 'sxsw', 'wantlet']",1
2350,4589,"['news', 'sxswi', 'apple', 'temporary', 'ipad', 'store', 'sxsw', 'wth']",1
2351,7245,"['checking', 'new', 'fast', 'society', 'app', 'iphone', '..', 'kinda', 'like', 'group', 'foursquare', 'nice', 'sxsw', 'thanks', 'sharing']",2
2352,1613,"['new', 'ubersocial', 'iphone', 'app', 'store', 'includes', 'uberguide', 'sxsw', 'mashable', 'link']",1
2353,3812,"['win', 'free', 'ipad', 'webdoc.com', 'sxsw']",1
2354,2202,"['android', 'may', 'gaining', 'market', 'share', 'never', 'know', 'sxsw', 'apparently', 'industry', 'movers', 'shakers', 'apple', 'loyalists']",2
2355,699,"['fear', 'iphone', 'att', '3gs', 'slowpoke', 'network', 'sxsw', 'sxswmusic']",2
2356,858,"['lots', 'google', 'efforts', 'helping', 'japan', 'many', 'global', 'issues', 'smiling', 'fuck', '/people', 'sxsw']",2
2357,1222,"['listening', 'google', 'saying', 'see', 'yelp', 'services', 'going', 'die..', 'sxsw', 'far', 'interesting']",2
2358,2706,"['use', 'google', 'profile', 'entry', 'point', 'personal', 'try', 'digg', 'google', 'reader', 'draw', 'people', 'hireme', 'sxsw']",2
2359,7209,"['without', 'saying..', 'google', 'bread', 'going', 'amazing', 'sxsw', 'googlebread']",2
2360,6543,"['google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circles', 'link', 'sxsw', 'nptech']",2
2361,8698,"['stumbled', 'upon', 'sxswapis', 'google/bing', 'session', 'full', 'terrific', 'far', 'sxsw']",1
2362,6595,"['nfb', 'films', 'app', 'android', 'available', 'download', 'link', 'link', 'time', 'sxsw']",1
2363,3133,"['free', 'stuff', 'alert', 'download', 'new', 'austin', 'guide', 'free', 'week', 'link', 'sxsw']",1
2364,7135,"['like', 'ipad', 'line', 'sxsw', 'could', 'sell', 'space', 'exercise', 'class', '900..']",1
2365,8412,"['exactly', 'sayin', 'able', 'attend', 'sxsw', 'buy', 'ipad', 'today', 'consider', 'japan', 'relief']",1
2366,3125,"['marissa', 'meyer', 'demoing', 'google', 'augmented', 'reality', 'sxsw', 'link']",1
2367,6836,"['used', 'small', 'upstarts', 'twitter', 'played', 'sxsw', 'big', 'guys', 'making', 'moves', 'apple', 'google', 'sxsw']",1
2368,211,"['iphone', 'need', ""car'-use"", 'zimride', 'etc', 'share', 'rides', 'sxsw', 'shareable']",2
2369,6667,"['sxsw', 'cool', 'strike', 'conversation', 'bloke', 'happens', 'work', 'guardian', 'hours', 'later..', 'link']",1
2370,5837,"['google', 'latitude', 'check-ins', 'follow', 'foursquare', 'rewards', 'sxsw', 'link', 'free', 'googlela', 'googlemarch', 'sxsw']",1
2371,136,"['beautiful', 'sxsw', 'apple', 'store', 'sxsw', 'pic', 'link']",2
2372,2299,"['everyone', 'buy', 'app', 'new', 'ipad', 'day', 'birth', 'happy', 'happy', 'sxsw', 'gsdm']",2
2373,2390,"['first', 'computer', 'kid', 'atari', '800', 'kids', 'first', 'computer', 'ipad', 'able', 'sxsw']",2
2374,3460,"['heard', 'rumors', 'google', 'circles', 'supposed', 'preview', 'sxsw']",1
2375,2715,"['anyone', 'see/visit', 'temporary', 'apple', 'store', 'sxsw']",2
2376,2111,"['sxsw', 'kawasaki', 'says', 'key', 'enchantment', 'likability', 'trustworthiness', 'product']",1
2377,945,"['sxsw', 'google', 'searches', 'local', 'information', 'marissa', 'mayer', 'million', 'places', 'claimed', 'owners', 'logged', 'google']",1
2378,4211,"['data', 'overload', 'every', 'month', '45bil', 'pieces', 'facebook', 'content', '3bil', 'tweets', '11bil', 'google', 'searches', 'sxsw']",1
2379,7578,"['google', 'circles', 'launched', 'sxsw', 'interactive', 'today', 'link', 'bummer']",1
2380,7752,"['rumor', 'apple', 'opening', 'temporary', 'store', 'downtown', 'austin', 'sxsw', 'ipad', 'launch']",1
2381,461,"['even', 'begins', 'apple', 'wins', 'sxsw', 'link', 'apple']",2
2382,7927,"['amex', 'teams', 'foursquare', 'link', 'gps', 'sxsw', 'social', 'commerce', 'credit', 'app', 'android', 'iphone', 'blackberry', 'viral', 'media']",1
2383,1886,"['ipad', 'case', 'talking', 'search', 'research', 'sxsw']",1
2384,3631,"['google', 'refrigerator', 'magnet', 'game..', ""''"", '//', '*everyone', 'sxsw', 'keynote', 'stops', 'listening']",1
2385,2897,"['sweet', 'siren', 'call', 'gsdm', 'google', 'party', 'starting', 'downstairs', 'wrapping', 'sxsw', 'work', 'desk', 'help', 'obi-wan', 'hope']",1
2386,8631,"['socialnetworks', 'google', 'noch', 'heute', 'mit', 'circles', 'facebook-konkurrent', 'link', 'via', 'und', 'link', 'sxsw']",3
2387,1032,"['sapete', 'qualcosa', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circles', 'possibly', 'today', 'link', 'sxsw']",1
2388,6633,"['rumor', 'apple', 'opening', 'temporary', 'store', 'downtown', 'austin', 'sxsw', 'ipad', 'launch', 'link']",2
2389,2831,"['passed', 'pop-', 'apple', 'store', '6th', 'blocks', 'later', 'naked', 'bicycle', 'guy', 'keep', 'austin', 'weird', 'atx', 'sxsw']",1
2390,194,"['apple', '200m', 'users', 'credit', 'cards', 'sync', 'itunes', 'one', 'click', 'purchase', 'winning', 'sxsw']",1
2391,776,"['google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circles', 'possibly', 'today', 'link', 'sxsw']",1
2392,4040,"['new', 'social', 'network', 'google', 'news', 'abuzz', 'launch', 'googlecircles', 'sxsw']",2
2393,8941,"['getting', 'excited', 'present', '*spark', 'team', 'android', 'choice', 'awards', 'sxsw', 'doors', 'open', 'min', 'lustre', 'pearl', 'come', 'cheer']",1
2394,7702,"['false', 'alarm', 'google', 'circles', 'coming', 'probably', 'ever', 'link', 'much', 'reports', 'would', 'unveil', 'sxsw']",1
2395,1924,"['guy', 'kawasaki', 'apple', 'evangelist', 'talking', 'eloquently', 'art', 'enchantment', 'changing', 'hearts', 'minds', 'actions', 'sxsw']",1
2396,236,"['meant', 'also', 'wish', 'sxsw', 'dyac', 'stupid', 'iphone']",0
2397,5666,"['details', 'ipad', 'giveaway', 'coming', 'tonight', 'sxsw', 'sxswi']",2
2398,1847,"['sxsw', 'beta', 'testing', 'interactive', 'book', 'ipad', 'app', 'moonbot', 'studios', 'louisiana', 'cool', 'app']",2
2399,3718,"['google', 'going', 'circles', 'sns', 'launching', 'products', 'sxsw', 'plenty', 'else', 'link']",1
2400,6403,"['god', 'rumor', 'apple', 'opening', 'temporary', 'store', 'downtown', 'austin', 'sxsw', 'ipad', 'launch', 'link']",2
2401,7050,"['link', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', ""'circles"", 'social', 'networking', 'back', 'basics', 'sxsw']",1
2402,5961,"['spontaniety', 'life', 'replaced', 'technology', 'iphone', 'battery', 'dies', 'home', 'great', 'busy', 'sxsw']",3
2403,8891,"['chances', 'booth', 'selling', 'new', 'ipad', 'sxsw']",2
2404,8487,"['well', 'austin', 'place', 'get', 'ipad', 'apparently', 'austinwins', 'sxsw']",2
2405,4232,"['whrrl', 'girls', 'handing', 'chances', 'win', 'audi', 'cars', 'come', 'find', 'sxsw', 'apple', 'store', 'sxsw', 'link']",1
2406,7557,"['free', '-track', 'sxsw', 'sampler', 'itunes', 'link']",1
2407,6089,"['sxsw', 'could', 'spend', 'teaching', 'theater', 'alone', 'look', 'schedule', 'link']",1
2408,1040,"['retiring', 'wine', 'library', 'moving', 'onto', 'daily', 'grape', 'get', 'app', 'iphone', 'thankyouecon', 'sxsw']",2
2409,6618,"['giving', 'away', 'ipad', 'kick', 'time', 'sxsw', 'visit', 'page', 'info', 'link']",2
2410,1792,"['ipad', 'takes', 'sxsw', 'video', 'link', 'apple', 'ipad', 'sxsw']",2
2411,4777,"['hoot', 'new', 'blog', 'post', 'hootsuite', 'mobile', 'sxsw~updates', 'iphone', 'bberry', 'android', 'link']",1
2412,8379,"['tell', 'sxsw', 'friends', 'send', 'ireports', 'today', 'even', 'fun', 'photo', 'use', 'cnn', 'app', 'upload', 'iphone']",2
2413,5293,"['sxsw', 'google', 'party', 'league', 'extraordinary', 'h4ackers', 'promoting', 'txt', 'redcross', '9099', 'help', 'japan', 'link']",1
2414,7697,"['catch', 'charles', 'chen', 'sxsw', 'ask', 'demo', 'chromeos', 'android', 'access', 'hint', 'wearing', 'google', 'braille', 'shirt', 'sxsw']",1
2415,7138,"['looking', 'tech/mobile', 'bloggers', 'others', 'join', 'ipad', 'panelist', 'line', 'sxsw', 'tues', 'lmk']",1
2416,3771,"['going', 'sxsw', 'check-', '/friends', 'austin', '/these', 'location-based', 'apps', 'link', 'lbs']",1
2417,5977,"['heads', 'come', 'see', 'new', 'awesome', 'flairbuilder', 'release', 'link', 'great', 'tool', 'sxsw']",1
2418,8713,"['never', 'use', 'mine', 'probably', 'using', 'ipad', ""''"", 'disagree', 'sxsw', 'uxdes']",3
2419,4036,"['well', 'known', 'steve', 'jobs', 'hates', 'sxsw', 'iphone', 'autocorrected', 'sxsw', ""''"", 'ass', ""''""]",1
2420,3107,"['amazing', 'new', 'app', 'mobil', 'workers', 'link', 'iphone', 'app', 'telework', 'sxsw']",2
2421,324,"['overheard', 'sxsw', 'interactive', 'arg', 'hate', 'iphone', 'want', 'blackberry', 'back', ""''"", 'shocked']",0
2422,6401,"['texas', 'social', 'media', 'awards', ""'you"", 'need', 'ask', 'mother', 'anymore', 'google', 'sxswi', 'sxsw']",1
2423,4745,"['always', 'wanted', 'sound', 'voice', 'shot', 'exploiting', 'apple', 'best', 'buy', '-day', 'return', 'policy', 'imacs', 'brilliant', 'sxsw']",3
2424,8026,"['dislike', 'people', 'constantly', 'looking', 'iphone', 'ipad', 'would', 'lot', 'dislike', 'sxsw']",1
2425,2593,"['really', 'google', 'going', 'called', 'circle', ""''"", 'hmm', 'see', 'later', 'today', 'sxsw']",1
2426,5098,"['sxsw', 'apple', 'comes', 'cool', 'technology', 'one', 'ever', 'heard', 'conferences', ""''""]",2
2427,1619,"['cute', 'one', 'fav', 'photos', 'sxsw', 'far', 'google', 'sxsw', 'link']",1
2428,5303,"['sxsw', 'ipad', 'store', 'sold', 'everything', 'except', '64gig', 'wifi', 'white']",0
2429,7312,"['gearing', 'make', 'splash', 'launch', 'groupon', 'living', 'social-type', ""''"", 'rewards', 'sxsw', 'link']",1
2430,1287,"['use', 'glasses', 'lies', 'lies', 'phone', 'face', 'people', 'handsfree', 'connection', 'think', 'apple', 'sxsw', 'arsxsw']",1
2431,5436,"['apple', 'opening', 'temporary', 'store', 'downtown', 'austin', 'sxsw', 'ipad', 'launch', 'link']",1
2432,6519,"['calvin', 'geek', 'charlie', 'sheen', 'goddesses', 'google', 'sxsw']",1
2433,6897,"['launching', 'products', 'sxsw', '..join', 'h4ckers', '80s', 'dancing', 'today', 'link']",1
2434,4982,"['quadroid', 'new', 'wintel', 'qualcomm', 'android', 'sxsw', 'cloud']",1
2435,1865,"['fucking', 'mac', 'users..', 'link', 'sxsw', 'cwebb', 'ipad', 'grant', 'hill']",0
2436,8392,"['photo', 'booth', 'action', 'google', 'party', 'love', 'good', 'photo', 'booth', 'sxsw', 'link']",2
2437,8886,"['well', 'hope', 'make', 'easier', 'find', 'little', 'android', 'wants', 'say', 'sxsw']",2
2438,8417,"['download', 'sxsw', 'app', 'iphone', 'link']",1
2439,118,"['temporary', 'apple', 'store', 'def', 'tent', 'powerhouse', 'gym', 'sxsw', 'link']",2
2440,3895,"['must', 'resist', 'buying', 'ipad2', 'sxsw', 'really', 'want', 'notionink', 'adam', 'instead..', 'apple', 'store', 'launch', 'sxsw']",2
2441,4051,"['prizes', 'sxsw', 'apple', 'products', 'sigh']",0
2442,1667,"['worked', 'google', 'years', 'seen', 'lot', 'evil', ""''"", 'qagb', 'sxsw']",0
2443,2049,"['sxsw', 'apple', 'schools', 'marketing', 'experts', 'link', 'sxsw', 'essdub']",1
2444,4354,"['sxsw', 'moment', 'walking', 'looking', 'iphone', 'nearly', 'ran', 'acc']",1
2445,1997,"['complete', 'android', 'guide', 'print', 'sale', 'sxsw', 'bookstore', 'today', 'include', '-cent', 'upgrade', './.-ready', 'ebook', 'signing']",1
2446,8643,"['hey', 'sxsw', 'try', 'early', 'iphone/android', 'beta', 'hitchery', 'let', 'know', 'think', 'link']",1
2447,4327,"['ipad', 'decks', 'killing', 'sxsw']",1
2448,6029,"['homeless', 'guy', 'front', 'apple', 'pop-', 'store', 'sxsw', 'holding', 'sign', 'says', 'need', 'money', 'ipad']",1
2449,2490,"['ipad', 'found', 'friend', 'jeff', 'sxsw', 'thanks', 'everyone', 'helped', 'especially']",2
2450,2080,"['checkins', 'fun', 'need', 'extend', 'beyond', 'fun', 'make', 'checkins', 'useful', 'sxsw', 'google']",1
2451,2303,"['walk', 'lady', 'bird', 'lake', 'lovely', 'google', 'maps', 'travel', 'times', 'trusted', 'sxsw']",0
2452,3471,"['hey', 'eric', 'pop-', 'apple', 'store', 'sxsw', '--', 'nice', 'long', 'line', 'tech-savvy', 'folks', 'ready', 'spend', 'hard-earned']",2
2453,6608,"['sound', 'voice', 'shot', 'exploiting', 'apple', 'best', 'buy', '-day', 'return', 'policy', 'imacs', 'brilliant', 'sxsw']",0
2454,1120,"['great', 'talk', 'must', 'one', 'sxsw', 'mention', 'apple']",2
2455,1235,"['apple', 'set', 'open', 'popup', 'shop', 'core', 'sxsw', 'action', 'link', 'aapl']",1
2456,723,"['believe', 'almost', 'always', 'use', 'google', 'maps', 'iphone', 'google', 'maps', 'use', 'mobile', 'says', 'sxsw']",2
2457,7274,"['wonders', 'sxsw', 'creeps', 'every', 'year', 'still', 'manage', 'know', 'stop', 'please', 'google']",1
2458,6366,"['new', 'social', 'network', 'may', 'debut', 'sxsw', 'google', 'circles', 'link', 'eatdrinktweet', 'done', 'yet']",2
2459,219,"['hobo', 'shotgun', 'video', 'game', 'coming', 'ipad/iphone', 'users', 'yes', 'please', 'link', 'sxsw']",2
2460,4857,"['google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circles', 'possibly', 'today', 'sxsw', 'link']",1
2461,266,"['say', 'apple', 'sxsw', 'popup', 'store', 'austin', 'link']",1
2462,3639,"['near', 'zen', 'guadalupe', '1pm', 'trailer', 'space', 'night', 'playing', 'iphone', 'maurice', 'friend', 'sxsw']",1
2463,248,"['iphone', 'thirsty', 'sxsw', 'chevy', 'volt', 'lounge', 'others', 'link']",1
2464,1763,"['head', '605', 'chance', 'win', 'almost', 'time', 'enter', 'win', 'ipad', 'emc', 'booth', 'sxsw', 'exhibit', 'hall']",1
2465,8310,"['line', 'might', 'well', 'popup', 'apple', 'store', 'austin', 'sxsw', 'ipad2']",1
2466,1875,"['got', 'ipad', 'gave', 'red', 'cross', 'japan', 'first', 'day', 'sxsw']",2
2467,4872,"['excited', 'see', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circles', 'possibly', 'today', 'link', 'sxsw']",2
2468,7306,"['setting', 'ipad2', 'swift', 'upbeat', 'service', 'morning', 'sxsw', 'apple', 'pop-', 'store']",2
2469,1861,"['learning', 'future', 'search', 'creepily', 'social', 'awesome', 'sxsw']",1
2470,4632,"['interesting', 'tweet', 'stream', 'sxsw', 'qabg', 'follow', 'one', '..', 'google', 'bing', 'someone', 'msn', 'lol']",1
2471,5308,"['sxsw', 'news', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circles', 'possibly', 'today', 'link']",1
2472,3791,"['news', 'sxswi', 'apple', 'temporary', 'ipad', 'store', 'sxsw', 'wth', 'yes', 'think', 'ultimate', 'offsite', 'trade', 'show', 'booth', ""''""]",1
2473,5324,"['sxsw', 'think', 'control', 'identities', 'facebook', 'google', 'becomes', 'profile', 'built']",3
2474,6605,"['news', 'google', 'may', 'launch', 'social', 'circles', ""''"", 'social', 'network', 'today', 'link', 'soccomp', 'sxsw']",1
2475,4513,"['cant', 'handle', 'everyone', 'tweets', 'new', 'flipboard', 'jealous', 'thinking', 'taking', 'plunge', 'buying', 'ipad', 'sxsw']",2
2476,1600,"['met', 'line', 'apple', 'store', 'sxsw']",1
2477,4342,"['marcelosomers', 'new', 'version', 'google', 'maps', 'mobile', 'pretty', 'amazing', 'vector', 'based', 'fast', 'sxsw', 'marcelosomers', '..', 'link']",2
2478,530,"['future', 'local', 'contextual', 'discovery', ""''"", 'google', 'marissa', 'mayer', 'argues', ""'where"", 'exceptionally', 'valuable', 'type', 'search', 'sxsw']",1
2479,2566,"['friends', 'finally', 'put', ""''"", 'android', 'get', 'app', 'get', 'disc', 'sxsw']",2
2480,5480,"['apple', 'google', 'intel', '..', 'gaga', 'game', 'link', 'sxsw']",3
2481,3794,"['hey', 'twitter', 'needs', 'way', 'disaster', 'areas', 'filter', 'things', 'like', 'sxsw', 'ipad', 'right', 'really', 'care']",0
2482,5550,"['even', 'begins', 'apple', 'wins', 'sxsw', 'link', 'gon', 'na', 'get', 'sum', 'via']",2
2483,8717,"['used', 'ipad', 'app', 'example', 'good', 'navigation', 'sxsw', 'link', 'via']",2
2484,2167,"['william', 'patry', 'google', 'says', 'authors', 'dont', 'care', 'copyright', 'care', 'income', 'sxsw', 'models']",3
2485,7889,"['regardless', 'keyword', 'google', 'thinks', 'local', 'mobilesearch', 'sxsw', 'sxswi']",3
2486,6919,"['well..', 'first', 'line', 'hours', 'ipad', 'apple', 'sxsw', 'sleepy']",2
2487,3508,"['i17', 'symphony', 'destruction', 'link', 'codes', 'valid', ':59p', '//', 'infektd', 'sxsw', 'zomb']",1
2488,838,"['line', 'sxsw', 'apple', 'store', 'ipad']",1
2489,5997,"['hey', 'sxsw', 'sxswi', 'folks', 'want', 'learn', 'security', 'come', 'bsidesaustin', 'link']",1
2490,8115,"['touching', 'stories', 'designing', 'digital', 'magazines', 'ipad', 'sxsw', 'link', 'sxsw']",1
2491,2068,"['vai', 'come', 'palestra', '-chief', 'evangelist', 'apple', 'sxsw']",3
2492,4047,"['take', 'time', 'others', 'catch', 'ipad', ""''"", 'tapworthy', 'sxsw']",2
2493,9055,"['give', 'away', 'ipad', 'yet..', 'sxsw']",1
2494,4475,"['lol', 'see', 'single', 'user', 'around', 'macbooks', 'ipads', 'web', 'devs', 'definitely', 'apple', 'folks', 'sxsw', 'apple']",2
2495,6234,"['knitted', 'staircase', 'attendance', 'sxsw', 'party', 'tomo', '7pm', 'hosted', 'link']",1
2496,726,"['got', 'ta', 'get', 'hey', 'taariq', 'howdy', 'texas', 'fav', 'sxsw', 'app', 'link', '--', 'android-', 'get', 'iphone', 'usguys']",2
2497,345,"['sxsw', 'attendees', 'need', 'code', 'reader', 'iphone', 'tweet', 'image', 'badge', 'first', 'get', 'optiscan', 'free']",2
2498,6967,"['wondering', 'street', 'closures', 'sxsw', 'made', 'google', 'map', 'show', 'link', 'sxsw', 'austin']",1
2499,4364,"['google', 'bavc', 'launch', 'impact', 'dashboard', 'sxsw', 'web', 'app', 'collect', 'host', 'visualize', 'data', 'real', 'time', 'bavc.org/impact']",2
2500,3173,"['platform', 'concertgoers', 'launches', 'android', 'app', 'time', 'sxsw', 'link', 'sxsw']",1
2501,227,"['google', 'another', 'social', 'google', 'circles', ""''"", 'sxsw', 'google']",1
2502,4670,"['apple', 'opening', 'temporary', 'pop-', 'store', 'austin', 'sxsw', 'ipad', 'launch', 'link']",1
2503,2257,"['interviewed', 'mashable', 'waiting', 'line', 'popup', 'apple', 'store', 'sxsw']",1
2504,2638,"['foursquare', 'ceo', 'sounded', 'open-minded', 'big', 'partnership', 'google', '..', 'acquisition', 'sxsw', 'wallstreet']",1
2505,4539,"['anyone', 'dongle', 'apple', 'air', 'sxsw', 'found', 'use', 'slides', 'would', 'huge', 'help', 'crowdsourced', 'dongle', 'sxsw']",1
2506,3856,"['sxsw', 'cool', 'strike', 'conversation', 'bloke', 'happens', 'work', 'guardian', 'hours', 'later..', 'link']",1
2507,3766,"['booth', 'ready', 'sxsw', 'tradeshow', 'tmr', 'android', 'party..']",2
